protocol,track,representation,model,fold,rank,feature,left,right,operation,formula,abs_spearman_train
fold_state_stratified,competition,B7_all_plus_discovery,Ridge10,4,2,disc_expr_02__reverse_safe_ratio__siap_hist_yield_trend_recent__siap_hist_yield_mean_recent,siap_hist__yield_trend_recent,siap_hist__yield_mean_recent,reverse_safe_ratio,(siap_hist__yield_mean_recent) / (abs(siap_hist__yield_trend_recent) + eps),0.6920675843306748
fold_state_stratified,competition,B7_all_plus_discovery,Ridge10,4,3,disc_expr_03__symmetric_change__siap_hist_yield_trend_recent__clim_official_2025_prec_season_sum,siap_hist__yield_trend_recent,clim_official_2025__prec__season_sum,symmetric_change,2*((siap_hist__yield_trend_recent)-(clim_official_2025__prec__season_sum)) / (abs(siap_hist__yield_trend_recent)+abs(clim_official_2025__prec__season_sum)+eps),0.6915000860565981
fold_state_stratified,competition,B7_all_plus_discovery,Ridge10,4,4,disc_expr_04__reverse_safe_ratio__siap_hist_yield_trend_recent__clim_official_2025_prec_season_sum,siap_hist__yield_trend_recent,clim_official_2025__prec__season_sum,reverse_safe_ratio,(clim_official_2025__prec__season_sum) / (abs(siap_hist__yield_trend_recent) + eps),0.6902889083614119
fold_state_stratified,competition,B7_all_plus_discovery,Ridge10,4,5,disc_expr_05__reverse_safe_ratio__soilgrids_soc_depth_weighted_0_30cm__clim_official_2025_prec_season_sum,soilgrids__soc__depth_weighted_0_30cm,clim_official_2025__prec__season_sum,reverse_safe_ratio,(clim_official_2025__prec__season_sum) / (abs(soilgrids__soc__depth_weighted_0_30cm) + eps),0.6891195810102704
fold_state_stratified,competition,B7_all_plus_discovery,Ridge10,4,6,disc_expr_06__safe_ratio__soilgrids_soc_depth_weighted_0_30cm__clim_official_2025_prec_season_sum,soilgrids__soc__depth_weighted_0_30cm,clim_official_2025__prec__season_sum,safe_ratio,(soilgrids__soc__depth_weighted_0_30cm) / (abs(clim_official_2025__prec__season_sum) + eps),0.6891195810102704
fold_state_stratified,competition,B7_all_plus_discovery,Ridge10,4,7,disc_expr_07__symmetric_change__soilgrids_soc_depth_weighted_0_30cm__clim_official_2025_prec_season_sum,soilgrids__soc__depth_weighted_0_30cm,clim_official_2025__prec__season_sum,symmetric_change,2*((soilgrids__soc__depth_weighted_0_30cm)-(clim_official_2025__prec__season_sum)) / (abs(soilgrids__soc__depth_weighted_0_30cm)+abs(clim_official_2025__prec__season_sum)+eps),0.6891195810102704
fold_state_stratified,competition,B7_all_plus_discovery,Ridge10,4,8,disc_expr_08__symmetric_change__siap_hist_yield_trend_recent__siap_hist_yield_mean_recent,siap_hist__yield_trend_recent,siap_hist__yield_mean_recent,symmetric_change,2*((siap_hist__yield_trend_recent)-(siap_hist__yield_mean_recent)) / (abs(siap_hist__yield_trend_recent)+abs(siap_hist__yield_mean_recent)+eps),0.6771860495676001
fold_state_stratified,competition,B7_all_plus_discovery,Ridge10,4,9,disc_expr_09__reverse_safe_ratio__siap_hist_yield_trend_recent__wapor_2025_aeti_season_total,siap_hist__yield_trend_recent,wapor_2025__aeti__season_total,reverse_safe_ratio,(wapor_2025__aeti__season_total) / (abs(siap_hist__yield_trend_recent) + eps),0.6624576006572458
fold_state_stratified,competition,B7_all_plus_discovery,Ridge10,4,10,disc_expr_10__reverse_safe_ratio__clim_official_2025_prec_season_sum__agro_soil_soc_x_cec,clim_official_2025__prec__season_sum,agro_soil__soc_x_cec,reverse_safe_ratio,(agro_soil__soc_x_cec) / (abs(clim_official_2025__prec__season_sum) + eps),0.649022927797865
fold_state_stratified,competition,B7_all_plus_discovery,Ridge10,4,11,disc_expr_11__safe_ratio__clim_official_2025_prec_season_sum__agro_soil_soc_x_cec,clim_official_2025__prec__season_sum,agro_soil__soc_x_cec,safe_ratio,(clim_official_2025__prec__season_sum) / (abs(agro_soil__soc_x_cec) + eps),0.649022927797865
fold_state_stratified,competition,B7_all_plus_discovery,Ridge10,4,12,disc_expr_12__symmetric_change__clim_official_2025_prec_season_sum__agro_soil_soc_x_cec,clim_official_2025__prec__season_sum,agro_soil__soc_x_cec,symmetric_change,2*((clim_official_2025__prec__season_sum)-(agro_soil__soc_x_cec)) / (abs(clim_official_2025__prec__season_sum)+abs(agro_soil__soc_x_cec)+eps),0.649022927797865
fold_state_stratified,competition,B7_all_plus_discovery,Ridge10,4,13,disc_expr_13__reverse_safe_ratio__siap_hist_yield_trend_recent__emp_vci_like_short_s2_ndvi_season_mean,siap_hist__yield_trend_recent,emp_vci_like_short__s2_ndvi__season_mean,reverse_safe_ratio,(emp_vci_like_short__s2_ndvi__season_mean) / (abs(siap_hist__yield_trend_recent) + eps),0.6461505055987902
fold_state_stratified,competition,B7_all_plus_discovery,Ridge10,4,14,disc_expr_14__reverse_safe_ratio__siap_hist_yield_trend_recent__wapor_2025_npp_season_total,siap_hist__yield_trend_recent,wapor_2025__npp__season_total,reverse_safe_ratio,(wapor_2025__npp__season_total) / (abs(siap_hist__yield_trend_recent) + eps),0.6343851277674538
fold_state_stratified,competition,B7_all_plus_discovery,Ridge10,4,15,disc_expr_15__symmetric_change__siap_hist_yield_trend_recent__agro_thermal_2025_gdd_proxy_base5p0c,siap_hist__yield_trend_recent,agro_thermal__2025__gdd_proxy_base5p0c,symmetric_change,2*((siap_hist__yield_trend_recent)-(agro_thermal__2025__gdd_proxy_base5p0c)) / (abs(siap_hist__yield_trend_recent)+abs(agro_thermal__2025__gdd_proxy_base5p0c)+eps),0.6189763686981523
fold_state_stratified,competition,B7_all_plus_discovery,Ridge10,4,16,disc_expr_16__reverse_safe_ratio__clim_official_2025_prec_season_sum__soilgrids_nitrogen_depth_weighted_0_30cm,clim_official_2025__prec__season_sum,soilgrids__nitrogen__depth_weighted_0_30cm,reverse_safe_ratio,(soilgrids__nitrogen__depth_weighted_0_30cm) / (abs(clim_official_2025__prec__season_sum) + eps),0.6163102475379384
fold_state_stratified,competition,B7_all_plus_discovery,Ridge10,4,17,disc_expr_17__safe_ratio__clim_official_2025_prec_season_sum__soilgrids_nitrogen_depth_weighted_0_30cm,clim_official_2025__prec__season_sum,soilgrids__nitrogen__depth_weighted_0_30cm,safe_ratio,(clim_official_2025__prec__season_sum) / (abs(soilgrids__nitrogen__depth_weighted_0_30cm) + eps),0.6163102475379384
fold_state_stratified,competition,B7_all_plus_discovery,Ridge10,4,18,disc_expr_18__symmetric_change__clim_official_2025_prec_season_sum__soilgrids_nitrogen_depth_weighted_0_30cm,clim_official_2025__prec__season_sum,soilgrids__nitrogen__depth_weighted_0_30cm,symmetric_change,2*((clim_official_2025__prec__season_sum)-(soilgrids__nitrogen__depth_weighted_0_30cm)) / (abs(clim_official_2025__prec__season_sum)+abs(soilgrids__nitrogen__depth_weighted_0_30cm)+eps),0.6163102475379384
fold_state_stratified,competition,B7_all_plus_discovery,Ridge10,4,19,disc_expr_19__reverse_safe_ratio__siap_hist_yield_trend_recent__soilgrids_nitrogen_depth_weighted_0_30cm,siap_hist__yield_trend_recent,soilgrids__nitrogen__depth_weighted_0_30cm,reverse_safe_ratio,(soilgrids__nitrogen__depth_weighted_0_30cm) / (abs(siap_hist__yield_trend_recent) + eps),0.6160450966259896
fold_state_stratified,competition,B7_all_plus_discovery,Ridge10,4,20,disc_expr_20__reverse_safe_ratio__siap_hist_yield_trend_recent__soilgrids_soc_depth_weighted_0_30cm,siap_hist__yield_trend_recent,soilgrids__soc__depth_weighted_0_30cm,reverse_safe_ratio,(soilgrids__soc__depth_weighted_0_30cm) / (abs(siap_hist__yield_trend_recent) + eps),0.5985807264810121
fold_state_stratified,competition,B7_all_plus_discovery,Ridge10,5,1,disc_expr_01__reverse_safe_ratio__soilgrids_soc_depth_weighted_0_30cm__clim_official_2025_prec_season_sum,soilgrids__soc__depth_weighted_0_30cm,clim_official_2025__prec__season_sum,reverse_safe_ratio,(clim_official_2025__prec__season_sum) / (abs(soilgrids__soc__depth_weighted_0_30cm) + eps),0.722602160280277
fold_state_stratified,competition,B7_all_plus_discovery,Ridge10,5,2,disc_expr_02__safe_ratio__soilgrids_soc_depth_weighted_0_30cm__clim_official_2025_prec_season_sum,soilgrids__soc__depth_weighted_0_30cm,clim_official_2025__prec__season_sum,safe_ratio,(soilgrids__soc__depth_weighted_0_30cm) / (abs(clim_official_2025__prec__season_sum) + eps),0.722602160280277
fold_state_stratified,competition,B7_all_plus_discovery,Ridge10,5,3,disc_expr_03__symmetric_change__soilgrids_soc_depth_weighted_0_30cm__clim_official_2025_prec_season_sum,soilgrids__soc__depth_weighted_0_30cm,clim_official_2025__prec__season_sum,symmetric_change,2*((soilgrids__soc__depth_weighted_0_30cm)-(clim_official_2025__prec__season_sum)) / (abs(soilgrids__soc__depth_weighted_0_30cm)+abs(clim_official_2025__prec__season_sum)+eps),0.722602160280277
fold_state_stratified,competition,B7_all_plus_discovery,Ridge10,5,4,disc_expr_04__symmetric_change__siap_hist_yield_trend_recent__agro_water_2025_precip_minus_aeti_season,siap_hist__yield_trend_recent,agro_water__2025__precip_minus_aeti_season,symmetric_change,2*((siap_hist__yield_trend_recent)-(agro_water__2025__precip_minus_aeti_season)) / (abs(siap_hist__yield_trend_recent)+abs(agro_water__2025__precip_minus_aeti_season)+eps),0.7146744100822002
fold_state_stratified,competition,B7_all_plus_discovery,Ridge10,5,5,disc_expr_05__reverse_safe_ratio__siap_hist_yield_trend_recent__agro_thermal_2025_gdd_proxy_base5p0c,siap_hist__yield_trend_recent,agro_thermal__2025__gdd_proxy_base5p0c,reverse_safe_ratio,(agro_thermal__2025__gdd_proxy_base5p0c) / (abs(siap_hist__yield_trend_recent) + eps),0.7132018223301518
fold_state_stratified,competition,B7_all_plus_discovery,Ridge10,5,6,disc_expr_06__symmetric_change__siap_hist_yield_trend_recent__clim_official_2025_prec_season_sum,siap_hist__yield_trend_recent,clim_official_2025__prec__season_sum,symmetric_change,2*((siap_hist__yield_trend_recent)-(clim_official_2025__prec__season_sum)) / (abs(siap_hist__yield_trend_recent)+abs(clim_official_2025__prec__season_sum)+eps),0.7050773099352333
fold_state_stratified,competition,B7_all_plus_discovery,Ridge10,5,7,disc_expr_07__reverse_safe_ratio__siap_hist_yield_trend_recent__clim_official_2025_prec_season_sum,siap_hist__yield_trend_recent,clim_official_2025__prec__season_sum,reverse_safe_ratio,(clim_official_2025__prec__season_sum) / (abs(siap_hist__yield_trend_recent) + eps),0.7047436087141934
fold_state_stratified,competition,B7_all_plus_discovery,Ridge10,5,8,disc_expr_08__reverse_safe_ratio__siap_hist_yield_trend_recent__agro_water_2025_precip_minus_aeti_season,siap_hist__yield_trend_recent,agro_water__2025__precip_minus_aeti_season,reverse_safe_ratio,(agro_water__2025__precip_minus_aeti_season) / (abs(siap_hist__yield_trend_recent) + eps),0.6970230781788282
fold_state_stratified,competition,B7_all_plus_discovery,Ridge10,5,9,disc_expr_09__reverse_safe_ratio__siap_hist_yield_trend_recent__soilgrids_cec_depth_weighted_0_30cm,siap_hist__yield_trend_recent,soilgrids__cec__depth_weighted_0_30cm,reverse_safe_ratio,(soilgrids__cec__depth_weighted_0_30cm) / (abs(siap_hist__yield_trend_recent) + eps),0.696111236529162
fold_state_stratified,competition,B7_all_plus_discovery,Ridge10,5,10,disc_expr_10__reverse_safe_ratio__siap_hist_yield_trend_recent__siap_hist_yield_mean_recent,siap_hist__yield_trend_recent,siap_hist__yield_mean_recent,reverse_safe_ratio,(siap_hist__yield_mean_recent) / (abs(siap_hist__yield_trend_recent) + eps),0.695624852036423
fold_state_stratified,competition,B7_all_plus_discovery,Ridge10,5,11,disc_expr_11__symmetric_change__siap_hist_yield_trend_recent__soilgrids_cec_depth_weighted_0_30cm,siap_hist__yield_trend_recent,soilgrids__cec__depth_weighted_0_30cm,symmetric_change,2*((siap_hist__yield_trend_recent)-(soilgrids__cec__depth_weighted_0_30cm)) / (abs(siap_hist__yield_trend_recent)+abs(soilgrids__cec__depth_weighted_0_30cm)+eps),0.6840503931612463
fold_state_stratified,competition,B7_all_plus_discovery,Ridge10,5,12,disc_expr_12__symmetric_change__siap_hist_yield_trend_recent__siap_hist_yield_mean_recent,siap_hist__yield_trend_recent,siap_hist__yield_mean_recent,symmetric_change,2*((siap_hist__yield_trend_recent)-(siap_hist__yield_mean_recent)) / (abs(siap_hist__yield_trend_recent)+abs(siap_hist__yield_mean_recent)+eps),0.6827766670001975
fold_state_stratified,competition,B7_all_plus_discovery,Ridge10,5,13,disc_expr_13__reverse_safe_ratio__clim_official_2025_prec_season_sum__agro_soil_soc_x_cec,clim_official_2025__prec__season_sum,agro_soil__soc_x_cec,reverse_safe_ratio,(agro_soil__soc_x_cec) / (abs(clim_official_2025__prec__season_sum) + eps),0.6740773856110372
fold_state_stratified,competition,B7_all_plus_discovery,Ridge10,5,14,disc_expr_14__safe_ratio__clim_official_2025_prec_season_sum__agro_soil_soc_x_cec,clim_official_2025__prec__season_sum,agro_soil__soc_x_cec,safe_ratio,(clim_official_2025__prec__season_sum) / (abs(agro_soil__soc_x_cec) + eps),0.6740773856110372
fold_state_stratified,competition,B7_all_plus_discovery,Ridge10,5,15,disc_expr_15__symmetric_change__clim_official_2025_prec_season_sum__agro_soil_soc_x_cec,clim_official_2025__prec__season_sum,agro_soil__soc_x_cec,symmetric_change,2*((clim_official_2025__prec__season_sum)-(agro_soil__soc_x_cec)) / (abs(clim_official_2025__prec__season_sum)+abs(agro_soil__soc_x_cec)+eps),0.6740773856110372
fold_state_stratified,competition,B7_all_plus_discovery,Ridge10,5,16,disc_expr_16__symmetric_change__siap_hist_yield_trend_recent__agro_thermal_2025_gdd_proxy_base5p0c,siap_hist__yield_trend_recent,agro_thermal__2025__gdd_proxy_base5p0c,symmetric_change,2*((siap_hist__yield_trend_recent)-(agro_thermal__2025__gdd_proxy_base5p0c)) / (abs(siap_hist__yield_trend_recent)+abs(agro_thermal__2025__gdd_proxy_base5p0c)+eps),0.661647208354292
fold_state_stratified,competition,B7_all_plus_discovery,Ridge10,5,17,disc_expr_17__sum__siap_hist_yield_trend_recent__soilgrids_nitrogen_depth_weighted_0_30cm,siap_hist__yield_trend_recent,soilgrids__nitrogen__depth_weighted_0_30cm,sum,(siap_hist__yield_trend_recent) + (soilgrids__nitrogen__depth_weighted_0_30cm),0.6540646654999276
fold_state_stratified,competition,B7_all_plus_discovery,Ridge10,5,18,disc_expr_18__reverse_safe_ratio__siap_hist_yield_trend_recent__wapor_2025_aeti_season_total,siap_hist__yield_trend_recent,wapor_2025__aeti__season_total,reverse_safe_ratio,(wapor_2025__aeti__season_total) / (abs(siap_hist__yield_trend_recent) + eps),0.6499675215622639
fold_state_stratified,competition,B7_all_plus_discovery,Ridge10,5,19,disc_expr_19__reverse_safe_ratio__clim_official_2025_prec_season_sum__soilgrids_nitrogen_depth_weighted_0_30cm,clim_official_2025__prec__season_sum,soilgrids__nitrogen__depth_weighted_0_30cm,reverse_safe_ratio,(soilgrids__nitrogen__depth_weighted_0_30cm) / (abs(clim_official_2025__prec__season_sum) + eps),0.6408579690539844
fold_state_stratified,competition,B7_all_plus_discovery,Ridge10,5,20,disc_expr_20__safe_ratio__clim_official_2025_prec_season_sum__soilgrids_nitrogen_depth_weighted_0_30cm,clim_official_2025__prec__season_sum,soilgrids__nitrogen__depth_weighted_0_30cm,safe_ratio,(clim_official_2025__prec__season_sum) / (abs(soilgrids__nitrogen__depth_weighted_0_30cm) + eps),0.6408579690539844
fold_municipality_grouped,competition,B7_all_plus_discovery,Ridge10,1,1,disc_expr_01__reverse_safe_ratio__clim_official_2025_prec_season_sum__soilgrids_soc_depth_weighted_0_30cm,clim_official_2025__prec__season_sum,soilgrids__soc__depth_weighted_0_30cm,reverse_safe_ratio,(soilgrids__soc__depth_weighted_0_30cm) / (abs(clim_official_2025__prec__season_sum) + eps),0.5012625826870797
fold_municipality_grouped,competition,B7_all_plus_discovery,Ridge10,1,2,disc_expr_02__safe_ratio__clim_official_2025_prec_season_sum__soilgrids_soc_depth_weighted_0_30cm,clim_official_2025__prec__season_sum,soilgrids__soc__depth_weighted_0_30cm,safe_ratio,(clim_official_2025__prec__season_sum) / (abs(soilgrids__soc__depth_weighted_0_30cm) + eps),0.5012625826870797
fold_municipality_grouped,competition,B7_all_plus_discovery,Ridge10,1,3,disc_expr_03__symmetric_change__clim_official_2025_prec_season_sum__soilgrids_soc_depth_weighted_0_30cm,clim_official_2025__prec__season_sum,soilgrids__soc__depth_weighted_0_30cm,symmetric_change,2*((clim_official_2025__prec__season_sum)-(soilgrids__soc__depth_weighted_0_30cm)) / (abs(clim_official_2025__prec__season_sum)+abs(soilgrids__soc__depth_weighted_0_30cm)+eps),0.5012625826870797
fold_municipality_grouped,competition,B7_all_plus_discovery,Ridge10,1,4,disc_expr_04__symmetric_change__clim_official_2025_prec_season_sum__siap_hist_yield_trend_recent,clim_official_2025__prec__season_sum,siap_hist__yield_trend_recent,symmetric_change,2*((clim_official_2025__prec__season_sum)-(siap_hist__yield_trend_recent)) / (abs(clim_official_2025__prec__season_sum)+abs(siap_hist__yield_trend_recent)+eps),0.49167077884225885
fold_municipality_grouped,competition,B7_all_plus_discovery,Ridge10,1,5,disc_expr_05__symmetric_change__agro_water_2025_precip_minus_aeti_season__siap_hist_yield_trend_recent,agro_water__2025__precip_minus_aeti_season,siap_hist__yield_trend_recent,symmetric_change,2*((agro_water__2025__precip_minus_aeti_season)-(siap_hist__yield_trend_recent)) / (abs(agro_water__2025__precip_minus_aeti_season)+abs(siap_hist__yield_trend_recent)+eps),0.4911115650246847
fold_municipality_grouped,competition,B7_all_plus_discovery,Ridge10,1,6,disc_expr_06__reverse_safe_ratio__agro_water_2025_precip_minus_aeti_season__soilgrids_soc_depth_weighted_0_30cm,agro_water__2025__precip_minus_aeti_season,soilgrids__soc__depth_weighted_0_30cm,reverse_safe_ratio,(soilgrids__soc__depth_weighted_0_30cm) / (abs(agro_water__2025__precip_minus_aeti_season) + eps),0.4762356812862236
fold_municipality_grouped,competition,B7_all_plus_discovery,Ridge10,1,7,disc_expr_07__safe_ratio__agro_water_2025_precip_minus_aeti_season__soilgrids_soc_depth_weighted_0_30cm,agro_water__2025__precip_minus_aeti_season,soilgrids__soc__depth_weighted_0_30cm,safe_ratio,(agro_water__2025__precip_minus_aeti_season) / (abs(soilgrids__soc__depth_weighted_0_30cm) + eps),0.4762356812862236
fold_municipality_grouped,competition,B7_all_plus_discovery,Ridge10,1,8,disc_expr_08__symmetric_change__agro_water_2025_precip_minus_aeti_season__soilgrids_soc_depth_weighted_0_30cm,agro_water__2025__precip_minus_aeti_season,soilgrids__soc__depth_weighted_0_30cm,symmetric_change,2*((agro_water__2025__precip_minus_aeti_season)-(soilgrids__soc__depth_weighted_0_30cm)) / (abs(agro_water__2025__precip_minus_aeti_season)+abs(soilgrids__soc__depth_weighted_0_30cm)+eps),0.4762356812862236
fold_municipality_grouped,competition,B7_all_plus_discovery,Ridge10,1,9,disc_expr_09__reverse_safe_ratio__clim_official_2025_prec_season_sum__siap_hist_yield_mean_recent,clim_official_2025__prec__season_sum,siap_hist__yield_mean_recent,reverse_safe_ratio,(siap_hist__yield_mean_recent) / (abs(clim_official_2025__prec__season_sum) + eps),0.4753501991761211
fold_municipality_grouped,competition,B7_all_plus_discovery,Ridge10,1,10,disc_expr_10__safe_ratio__clim_official_2025_prec_season_sum__siap_hist_yield_mean_recent,clim_official_2025__prec__season_sum,siap_hist__yield_mean_recent,safe_ratio,(clim_official_2025__prec__season_sum) / (abs(siap_hist__yield_mean_recent) + eps),0.4753501991761211
fold_municipality_grouped,competition,B7_all_plus_discovery,Ridge10,1,11,disc_expr_11__symmetric_change__clim_official_2025_prec_season_sum__siap_hist_yield_mean_recent,clim_official_2025__prec__season_sum,siap_hist__yield_mean_recent,symmetric_change,2*((clim_official_2025__prec__season_sum)-(siap_hist__yield_mean_recent)) / (abs(clim_official_2025__prec__season_sum)+abs(siap_hist__yield_mean_recent)+eps),0.4753501991761211
fold_municipality_grouped,competition,B7_all_plus_discovery,Ridge10,1,12,disc_expr_12__reverse_safe_ratio__clim_official_2025_prec_season_sum__soilgrids_nitrogen_depth_weighted_0_30cm,clim_official_2025__prec__season_sum,soilgrids__nitrogen__depth_weighted_0_30cm,reverse_safe_ratio,(soilgrids__nitrogen__depth_weighted_0_30cm) / (abs(clim_official_2025__prec__season_sum) + eps),0.474980770817135
fold_municipality_grouped,competition,B7_all_plus_discovery,Ridge10,1,13,disc_expr_13__safe_ratio__clim_official_2025_prec_season_sum__soilgrids_nitrogen_depth_weighted_0_30cm,clim_official_2025__prec__season_sum,soilgrids__nitrogen__depth_weighted_0_30cm,safe_ratio,(clim_official_2025__prec__season_sum) / (abs(soilgrids__nitrogen__depth_weighted_0_30cm) + eps),0.474980770817135
fold_municipality_grouped,competition,B7_all_plus_discovery,Ridge10,1,14,disc_expr_14__symmetric_change__clim_official_2025_prec_season_sum__soilgrids_nitrogen_depth_weighted_0_30cm,clim_official_2025__prec__season_sum,soilgrids__nitrogen__depth_weighted_0_30cm,symmetric_change,2*((clim_official_2025__prec__season_sum)-(soilgrids__nitrogen__depth_weighted_0_30cm)) / (abs(clim_official_2025__prec__season_sum)+abs(soilgrids__nitrogen__depth_weighted_0_30cm)+eps),0.474980770817135
fold_municipality_grouped,competition,B7_all_plus_discovery,Ridge10,1,15,disc_expr_15__difference__clim_official_2025_prec_season_sum__agro_thermal_2025_gdd_proxy_base5p0c,clim_official_2025__prec__season_sum,agro_thermal__2025__gdd_proxy_base5p0c,difference,(clim_official_2025__prec__season_sum) - (agro_thermal__2025__gdd_proxy_base5p0c),0.4707797340477538
fold_municipality_grouped,competition,B7_all_plus_discovery,Ridge10,1,16,disc_expr_16__reverse_difference__clim_official_2025_prec_season_sum__agro_thermal_2025_gdd_proxy_base5p0c,clim_official_2025__prec__season_sum,agro_thermal__2025__gdd_proxy_base5p0c,reverse_difference,(agro_thermal__2025__gdd_proxy_base5p0c) - (clim_official_2025__prec__season_sum),0.4707797340477538
fold_municipality_grouped,competition,B7_all_plus_discovery,Ridge10,1,17,disc_expr_17__safe_ratio__clim_official_2025_prec_season_sum__siap_hist_yield_trend_recent,clim_official_2025__prec__season_sum,siap_hist__yield_trend_recent,safe_ratio,(clim_official_2025__prec__season_sum) / (abs(siap_hist__yield_trend_recent) + eps),0.4699916798732051
fold_municipality_grouped,competition,B7_all_plus_discovery,Ridge10,1,18,disc_expr_18__reverse_safe_ratio__siap_hist_yield_trend_recent__agro_thermal_2025_gdd_proxy_base5p0c,siap_hist__yield_trend_recent,agro_thermal__2025__gdd_proxy_base5p0c,reverse_safe_ratio,(agro_thermal__2025__gdd_proxy_base5p0c) / (abs(siap_hist__yield_trend_recent) + eps),0.4681327104530086
fold_municipality_grouped,competition,B7_all_plus_discovery,Ridge10,1,19,disc_expr_19__sum__clim_official_2025_prec_season_sum__siap_hist_yield_mean_recent,clim_official_2025__prec__season_sum,siap_hist__yield_mean_recent,sum,(clim_official_2025__prec__season_sum) + (siap_hist__yield_mean_recent),0.4596847863830038
fold_municipality_grouped,competition,B7_all_plus_discovery,Ridge10,1,20,disc_expr_20__sum__clim_official_2025_prec_season_sum__siap_hist_yield_trend_recent,clim_official_2025__prec__season_sum,siap_hist__yield_trend_recent,sum,(clim_official_2025__prec__season_sum) + (siap_hist__yield_trend_recent),0.4596847863830038
fold_municipality_grouped,competition,B7_all_plus_discovery,Ridge10,2,1,disc_expr_01__reverse_safe_ratio__soilgrids_soc_depth_weighted_0_30cm__clim_official_2025_prec_season_sum,soilgrids__soc__depth_weighted_0_30cm,clim_official_2025__prec__season_sum,reverse_safe_ratio,(clim_official_2025__prec__season_sum) / (abs(soilgrids__soc__depth_weighted_0_30cm) + eps),0.6540973463903255
fold_municipality_grouped,competition,B7_all_plus_discovery,Ridge10,2,2,disc_expr_02__safe_ratio__soilgrids_soc_depth_weighted_0_30cm__clim_official_2025_prec_season_sum,soilgrids__soc__depth_weighted_0_30cm,clim_official_2025__prec__season_sum,safe_ratio,(soilgrids__soc__depth_weighted_0_30cm) / (abs(clim_official_2025__prec__season_sum) + eps),0.6540973463903255
fold_municipality_grouped,competition,B7_all_plus_discovery,Ridge10,2,3,disc_expr_03__symmetric_change__soilgrids_soc_depth_weighted_0_30cm__clim_official_2025_prec_season_sum,soilgrids__soc__depth_weighted_0_30cm,clim_official_2025__prec__season_sum,symmetric_change,2*((soilgrids__soc__depth_weighted_0_30cm)-(clim_official_2025__prec__season_sum)) / (abs(soilgrids__soc__depth_weighted_0_30cm)+abs(clim_official_2025__prec__season_sum)+eps),0.6540973463903255
fold_municipality_grouped,competition,B7_all_plus_discovery,Ridge10,2,4,disc_expr_04__product__soilgrids_soc_depth_weighted_0_30cm__agro_thermal_2025_gdd_proxy_base5p0c,soilgrids__soc__depth_weighted_0_30cm,agro_thermal__2025__gdd_proxy_base5p0c,product,(soilgrids__soc__depth_weighted_0_30cm) * (agro_thermal__2025__gdd_proxy_base5p0c),0.6416656160304622
fold_municipality_grouped,competition,B7_all_plus_discovery,Ridge10,2,5,disc_expr_05__symmetric_change__siap_hist_yield_trend_recent__siap_hist_yield_mean_recent,siap_hist__yield_trend_recent,siap_hist__yield_mean_recent,symmetric_change,2*((siap_hist__yield_trend_recent)-(siap_hist__yield_mean_recent)) / (abs(siap_hist__yield_trend_recent)+abs(siap_hist__yield_mean_recent)+eps),0.636296936116531
fold_municipality_grouped,competition,B7_all_plus_discovery,Ridge10,2,6,disc_expr_06__reverse_safe_ratio__siap_hist_yield_trend_recent__clim_official_2025_prec_season_sum,siap_hist__yield_trend_recent,clim_official_2025__prec__season_sum,reverse_safe_ratio,(clim_official_2025__prec__season_sum) / (abs(siap_hist__yield_trend_recent) + eps),0.6285388197915184
fold_municipality_grouped,competition,B7_all_plus_discovery,Ridge10,2,7,disc_expr_07__sum__soilgrids_soc_depth_weighted_0_30cm__emp_symchange_s2_ndvi_season_mean,soilgrids__soc__depth_weighted_0_30cm,emp_symchange__s2_ndvi__season_mean,sum,(soilgrids__soc__depth_weighted_0_30cm) + (emp_symchange__s2_ndvi__season_mean),0.6274262987984596
fold_municipality_grouped,competition,B7_all_plus_discovery,Ridge10,2,8,disc_expr_08__sum__soilgrids_soc_depth_weighted_0_30cm__siap_hist_yield_trend_recent,soilgrids__soc__depth_weighted_0_30cm,siap_hist__yield_trend_recent,sum,(soilgrids__soc__depth_weighted_0_30cm) + (siap_hist__yield_trend_recent),0.6256834693255623
fold_municipality_grouped,competition,B7_all_plus_discovery,Ridge10,2,9,disc_expr_09__symmetric_change__siap_hist_yield_trend_recent__clim_official_2025_prec_season_sum,siap_hist__yield_trend_recent,clim_official_2025__prec__season_sum,symmetric_change,2*((siap_hist__yield_trend_recent)-(clim_official_2025__prec__season_sum)) / (abs(siap_hist__yield_trend_recent)+abs(clim_official_2025__prec__season_sum)+eps),0.6255550709369871
fold_municipality_grouped,competition,B7_all_plus_discovery,Ridge10,2,10,disc_expr_10__sum__soilgrids_soc_depth_weighted_0_30cm__soilgrids_nitrogen_depth_weighted_0_30cm,soilgrids__soc__depth_weighted_0_30cm,soilgrids__nitrogen__depth_weighted_0_30cm,sum,(soilgrids__soc__depth_weighted_0_30cm) + (soilgrids__nitrogen__depth_weighted_0_30cm),0.623109666269387
fold_municipality_grouped,competition,B7_all_plus_discovery,Ridge10,2,11,disc_expr_11__reverse_safe_ratio__siap_hist_yield_trend_recent__agro_thermal_2025_gdd_proxy_base5p0c,siap_hist__yield_trend_recent,agro_thermal__2025__gdd_proxy_base5p0c,reverse_safe_ratio,(agro_thermal__2025__gdd_proxy_base5p0c) / (abs(siap_hist__yield_trend_recent) + eps),0.6230495301381482
